id_client;sexe;age;enfant_conduite_accompagne;nombre_enfants;revenus;valeur_residence_prin;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;formule;tarif_devis
1000808;F;20;Oui;Oui;50k - 75k;100k - 200k;Private;Van;1;;Highly Urban/ Urban;07/05/2022 20:16;dev_express;200 - 300
1000809;F;11;Non;Non;10k - 25k;100k - 200k;Private;Minivan;0;1.0;Highly Urban/ Urban;20/05/2022 20:22;dev_express;200 - 300
1000810;F;50;Non;Non;25k - 50k;100k - 200k;Commercial;Van;3;21.0;Highly Urban/ Urban;07/05/2022 13:12;dev_integral;300 - 400
1000811;M;70;Non;Non;25k - 50k;200k - 300k;Commercial;z_SUV;0;1.0;Highly Urban/ Urban;04/04/2022 10:38;dev_premium;400 - 500
1000812;F;15;Non;Non;50k - 75k;200k - 300k;Private;Sports Car;0;10.0;Highly Urban/ Urban;04/03/2022 16:27;dev_express;200 - 300
1000813;M;69;Non;Non;Non renseigné;Non renseigné;Commercial;Panel Truck;1;;Highly Urban/ Urban;11/02/2022 02:39;dev_integral;200 - 300
1000814;F;84;Oui;Oui;0 - 10k;0 - 100k;Commercial;z_SUV;0;7.0;Highly Urban/ Urban;31/03/2022 21:08;dev_premium;400 - 500
1000815;F;68;Non;Non;100k - 150k;0 - 100k;Private;Van;0;1.0;Highly Urban/ Urban;26/01/2022 05:48;dev_express;200 - 300
1000816;M;80;Oui;Oui;Non renseigné;0 - 100k;Commercial;Sports Car;2;1.0;Highly Urban/ Urban;13/02/2022 02:19;dev_integral;300 - 400
1000817;M;5;Non;Non;75k - 100k;300k - 400k;Private;Pickup;0;17.0;Highly Urban/ Urban;15/01/2022 14:58;dev_premium;400 - 500
1000818;M;23;Non;Non;50k - 75k;200k - 300k;Commercial;Panel Truck;0;9.0;Highly Urban/ Urban;23/02/2022 06:59;dev_integral;300 - 400
1000819;F;22;Non;Oui;75k - 100k;200k - 300k;Private;z_SUV;0;15.0;Highly Urban/ Urban;21/03/2022 16:57;dev_integral;300 - 400
1000820;M;29;Non;Non;100k - 150k;300k - 400k;Private;Sports Car;0;11.0;Highly Urban/ Urban;29/04/2022 21:33;dev_integral;200 - 300
1000821;M;58;Non;Non;0 - 10k;0 - 100k;Private;z_SUV;0;9.0;z_Highly Rural/ Rural;07/03/2022 01:05;dev_express;200 - 300
1000822;M;72;Non;Oui;10k - 25k;0 - 100k;Private;z_SUV;0;5.0;Highly Urban/ Urban;29/05/2022 02:01;dev_express;200 - 300
1000823;M;53;Non;Oui;Non renseigné;100k - 200k;Private;Minivan;2;1.0;Highly Urban/ Urban;10/03/2022 20:21;dev_express;200 - 300
1000824;M;60;Non;Oui;0 - 10k;Non renseigné;Private;Minivan;2;11.0;Highly Urban/ Urban;08/02/2022 03:10;dev_express;200 - 300
1000825;F;17;Non;Non;50k - 75k;200k - 300k;Commercial;Van;8;11.0;Highly Urban/ Urban;11/04/2022 13:50;dev_integral;300 - 400
1000826;M;85;Non;Non;Non renseigné;200k - 300k;Private;Van;0;9.0;Highly Urban/ Urban;26/05/2022 21:07;dev_integral;200 - 300
1000827;M;2;Oui;Oui;75k - 100k;200k - 300k;Commercial;z_SUV;4;6.0;Highly Urban/ Urban;18/04/2022 15:10;dev_express;200 - 300
1000828;F;2;Non;Non;50k - 75k;200k - 300k;Commercial;Pickup;0;17.0;Highly Urban/ Urban;19/02/2022 13:54;dev_express;200 - 300
1000829;F;29;Non;Non;50k - 75k;200k - 300k;Commercial;Sports Car;3;9.0;Highly Urban/ Urban;12/04/2022 01:15;dev_integral;300 - 400
1000830;M;64;Non;Oui;25k - 50k;100k - 200k;Commercial;Pickup;0;3.0;z_Highly Rural/ Rural;17/04/2022 18:55;dev_integral;300 - 400
1000831;M;67;Non;Oui;Non renseigné;100k - 200k;Private;Minivan;4;7.0;Highly Urban/ Urban;23/03/2022 15:44;dev_integral;300 - 400
1000832;M;38;Non;Non;50k - 75k;0 - 100k;Private;z_SUV;4;14.0;Highly Urban/ Urban;05/02/2022 20:30;dev_integral;200 - 300
1000833;F;60;Non;Oui;25k - 50k;100k - 200k;Private;Minivan;0;;Highly Urban/ Urban;26/03/2022 22:33;dev_premium;300 - 400
1000834;F;40;Non;Non;100k - 150k;300k - 400k;Commercial;Van;3;10.0;Highly Urban/ Urban;18/04/2022 16:02;dev_integral;300 - 400
1000835;M;15;Non;Non;Non renseigné;100k - 200k;Private;Minivan;1;1.0;Highly Urban/ Urban;01/03/2022 15:06;dev_integral;200 - 300
1000836;M;15;Non;Non;50k - 75k;0 - 100k;Commercial;Sports Car;0;1.0;Highly Urban/ Urban;30/01/2022 08:56;dev_integral;200 - 300
1000837;F;9;Non;Oui;10k - 25k;100k - 200k;Private;z_SUV;6;1.0;z_Highly Rural/ Rural;02/02/2022 16:00;dev_express;200 - 300
1000838;M;56;Oui;Oui;75k - 100k;200k - 300k;Commercial;Minivan;0;6.0;Highly Urban/ Urban;08/04/2022 12:42;dev_integral;300 - 400
1000839;F;64;Non;Non;50k - 75k;200k - 300k;Commercial;Panel Truck;4;1.0;Highly Urban/ Urban;01/04/2022 19:14;dev_express;200 - 300
1000840;M;20;Non;Non;25k - 50k;100k - 200k;Private;z_SUV;0;1.0;Highly Urban/ Urban;07/01/2022 22:44;dev_premium;300 - 400
1000841;F;60;Non;Oui;100k - 150k;0 - 100k;Private;z_SUV;3;14.0;Highly Urban/ Urban;06/05/2022 19:34;dev_integral;200 - 300
1000842;M;17;Non;Non;75k - 100k;200k - 300k;Private;Van;2;9.0;Highly Urban/ Urban;26/05/2022 22:28;dev_premium;500 - 600
1000843;M;64;Non;Oui;0 - 10k;0 - 100k;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;09/03/2022 14:05;dev_integral;300 - 400
1000844;M;56;Oui;Oui;50k - 75k;200k - 300k;Private;Van;3;10.0;Highly Urban/ Urban;04/02/2022 19:11;dev_integral;300 - 400
1000845;M;66;Non;Oui;75k - 100k;200k - 300k;Commercial;Minivan;3;9.0;z_Highly Rural/ Rural;30/03/2022 17:53;dev_express;200 - 300
1000846;M;53;Non;Non;25k - 50k;200k - 300k;Private;Minivan;0;1.0;z_Highly Rural/ Rural;05/01/2022 01:49;dev_integral;300 - 400
1000847;M;63;Non;Non;50k - 75k;200k - 300k;Commercial;Minivan;0;8.0;Highly Urban/ Urban;13/03/2022 10:35;dev_express;200 - 300
1000848;M;66;Non;Oui;0 - 10k;0 - 100k;Commercial;z_SUV;0;12.0;z_Highly Rural/ Rural;13/04/2022 11:44;dev_integral;300 - 400
1000849;M;67;Non;Oui;100k - 150k;300k - 400k;Private;Minivan;1;14.0;Highly Urban/ Urban;03/05/2022 02:56;dev_express;200 - 300
1000850;F;73;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;5;5.0;Highly Urban/ Urban;10/03/2022 06:59;dev_express;200 - 300
1000851;M;28;Non;Non;100k - 150k;300k - 400k;Commercial;z_SUV;0;8.0;Highly Urban/ Urban;19/03/2022 08:30;dev_integral;300 - 400
1000852;M;3;Oui;Oui;10k - 25k;100k - 200k;Commercial;Pickup;3;9.0;Highly Urban/ Urban;12/05/2022 21:36;dev_integral;300 - 400
1000853;M;73;Non;Non;25k - 50k;200k - 300k;Private;z_SUV;4;3.0;Highly Urban/ Urban;19/04/2022 01:39;dev_express;200 - 300
1000854;F;28;Non;Non;50k - 75k;200k - 300k;Private;Minivan;0;20.0;Highly Urban/ Urban;09/03/2022 04:34;dev_express;200 - 300
1000855;M;56;Non;Non;200k +;Non renseigné;Commercial;Panel Truck;1;9.0;Highly Urban/ Urban;30/03/2022 06:16;dev_integral;200 - 300
1000856;M;38;Non;Non;25k - 50k;100k - 200k;Private;Pickup;2;6.0;Highly Urban/ Urban;17/01/2022 09:47;dev_integral;300 - 400
1000857;F;52;Non;Oui;25k - 50k;0 - 100k;Commercial;Pickup;7;1.0;Highly Urban/ Urban;14/04/2022 13:13;dev_express;200 - 300
1000858;M;59;Non;Non;0 - 10k;100k - 200k;Private;Sports Car;1;8.0;Highly Urban/ Urban;07/04/2022 23:39;dev_premium;300 - 400
1000859;F;27;Non;Non;50k - 75k;200k - 300k;Private;Sports Car;1;10.0;Highly Urban/ Urban;26/01/2022 06:42;dev_integral;300 - 400
1000860;M;16;Non;Oui;100k - 150k;200k - 300k;Private;Minivan;2;16.0;Highly Urban/ Urban;26/01/2022 18:39;dev_integral;200 - 300
1000861;F;41;Non;Non;100k - 150k;200k - 300k;Private;z_SUV;2;11.0;Highly Urban/ Urban;15/03/2022 15:42;dev_integral;300 - 400
1000862;F;53;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;0;17.0;Highly Urban/ Urban;30/05/2022 14:54;dev_integral;300 - 400
1000863;M;6;Oui;Oui;0 - 10k;0 - 100k;Commercial;Pickup;2;1.0;Highly Urban/ Urban;09/04/2022 00:17;dev_express;200 - 300
1000864;F;47;Non;Non;25k - 50k;200k - 300k;Private;Minivan;0;8.0;Highly Urban/ Urban;21/05/2022 17:50;dev_premium;300 - 400
1000865;M;7;Non;Oui;75k - 100k;200k - 300k;Commercial;Pickup;0;10.0;Highly Urban/ Urban;01/01/2022 05:44;dev_integral;300 - 400
1000866;M;91;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;2;15.0;Highly Urban/ Urban;24/02/2022 00:48;dev_express;200 - 300
1000867;F;26;Non;Non;100k - 150k;300k - 400k;Private;Pickup;2;10.0;Highly Urban/ Urban;12/01/2022 00:48;dev_integral;300 - 400
1000868;M;71;Oui;Oui;10k - 25k;Non renseigné;Private;Sports Car;0;1.0;Highly Urban/ Urban;14/01/2022 11:52;dev_integral;300 - 400
1000869;F;59;Non;Oui;10k - 25k;0 - 100k;Commercial;Pickup;1;7.0;z_Highly Rural/ Rural;02/02/2022 05:11;dev_integral;300 - 400
1000870;M;49;Non;Non;75k - 100k;100k - 200k;Private;Minivan;2;14.0;Highly Urban/ Urban;10/04/2022 20:24;dev_integral;300 - 400
1000871;M;14;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;4;5.0;Highly Urban/ Urban;28/05/2022 19:58;dev_integral;300 - 400
1000872;M;35;Non;Non;50k - 75k;200k - 300k;Commercial;Minivan;1;1.0;Highly Urban/ Urban;19/05/2022 06:35;dev_integral;300 - 400
1000873;F;51;Non;Non;50k - 75k;Non renseigné;Private;Minivan;0;9.0;Highly Urban/ Urban;05/03/2022 18:04;dev_integral;200 - 300
1000874;M;70;Non;Non;50k - 75k;100k - 200k;Commercial;Pickup;3;16.0;Highly Urban/ Urban;04/01/2022 08:53;dev_express;200 - 300
1000875;M;27;Non;Non;50k - 75k;100k - 200k;Commercial;Van;2;9.0;Highly Urban/ Urban;23/04/2022 00:38;dev_integral;200 - 300
1000876;M;69;Non;Non;25k - 50k;100k - 200k;Private;z_SUV;2;16.0;Highly Urban/ Urban;19/01/2022 08:22;dev_integral;300 - 400
1000877;M;60;Non;Non;50k - 75k;Non renseigné;Commercial;Pickup;0;19.0;Highly Urban/ Urban;14/05/2022 21:13;dev_integral;200 - 300
1000878;M;65;Non;Non;50k - 75k;Non renseigné;Commercial;Pickup;4;4.0;Highly Urban/ Urban;22/02/2022 09:35;dev_integral;300 - 400
1000879;F;29;Non;Non;75k - 100k;200k - 300k;Commercial;Panel Truck;0;17.0;Highly Urban/ Urban;24/02/2022 12:40;dev_integral;300 - 400
1000880;M;64;Non;Oui;Non renseigné;300k - 400k;Commercial;Panel Truck;0;12.0;Highly Urban/ Urban;26/05/2022 12:01;dev_express;200 - 300
1000881;F;41;Non;Oui;100k - 150k;300k - 400k;Commercial;z_SUV;1;1.0;z_Highly Rural/ Rural;14/01/2022 18:54;dev_integral;200 - 300
1000882;M;63;Non;Non;50k - 75k;200k - 300k;Private;Minivan;1;16.0;z_Highly Rural/ Rural;06/01/2022 06:03;dev_premium;400 - 500
1000883;F;5;Oui;Oui;75k - 100k;200k - 300k;Private;z_SUV;3;22.0;Highly Urban/ Urban;21/01/2022 20:55;dev_integral;200 - 300
1000884;M;45;Non;Non;150k - 200k;400k - 500k;Private;Minivan;2;12.0;Highly Urban/ Urban;12/04/2022 15:22;dev_integral;200 - 300
1000885;M;50;Non;Non;150k - 200k;400k - 500k;Private;Minivan;1;15.0;Highly Urban/ Urban;05/01/2022 05:59;dev_premium;400 - 500
1000886;M;63;Non;Non;0 - 10k;100k - 200k;Commercial;Pickup;1;11.0;Highly Urban/ Urban;10/01/2022 06:19;dev_integral;300 - 400
1000887;F;61;Non;Non;50k - 75k;200k - 300k;Commercial;Minivan;0;1.0;z_Highly Rural/ Rural;08/04/2022 06:27;dev_premium;300 - 400
1000888;M;61;Non;Non;75k - 100k;200k - 300k;Private;Pickup;3;15.0;Highly Urban/ Urban;30/03/2022 15:14;dev_integral;200 - 300
1000889;M;77;Non;Non;50k - 75k;100k - 200k;Commercial;Panel Truck;0;16.0;Highly Urban/ Urban;12/04/2022 05:10;dev_express;200 - 300
1000890;F;81;Non;Non;50k - 75k;100k - 200k;Private;Minivan;1;1.0;Highly Urban/ Urban;15/03/2022 08:34;dev_integral;300 - 400
1000891;F;82;Non;Oui;0 - 10k;0 - 100k;Private;z_SUV;4;1.0;Highly Urban/ Urban;12/03/2022 10:18;dev_integral;300 - 400
1000892;M;64;Non;Non;50k - 75k;0 - 100k;Commercial;Pickup;1;17.0;Highly Urban/ Urban;14/03/2022 14:38;dev_integral;200 - 300
1000893;M;85;Non;Oui;25k - 50k;100k - 200k;Commercial;Van;0;13.0;Highly Urban/ Urban;09/01/2022 22:09;dev_integral;300 - 400
1000894;M;55;Non;Non;Non renseigné;200k - 300k;Commercial;z_SUV;1;7.0;Highly Urban/ Urban;27/02/2022 16:55;dev_express;200 - 300
1000895;F;68;Oui;Oui;10k - 25k;0 - 100k;Private;z_SUV;0;10.0;Highly Urban/ Urban;02/02/2022 08:14;dev_premium;400 - 500
1000896;M;69;Non;Non;75k - 100k;200k - 300k;Commercial;Sports Car;0;1.0;Highly Urban/ Urban;06/03/2022 16:17;dev_express;200 - 300
1000897;M;57;Non;Non;50k - 75k;100k - 200k;Private;Minivan;0;12.0;Highly Urban/ Urban;06/01/2022 06:25;dev_express;200 - 300
1000898;F;36;Non;Non;10k - 25k;100k - 200k;Private;z_SUV;0;9.0;Highly Urban/ Urban;03/04/2022 02:20;dev_integral;300 - 400
1000899;F;59;Non;Oui;100k - 150k;300k - 400k;Private;Minivan;0;10.0;Highly Urban/ Urban;30/04/2022 23:07;dev_integral;200 - 300
1000900;M;84;Non;Non;75k - 100k;200k - 300k;Private;Pickup;0;13.0;Highly Urban/ Urban;19/03/2022 17:09;dev_integral;300 - 400
1000901;F;87;Non;Non;25k - 50k;200k - 300k;Private;Minivan;0;9.0;z_Highly Rural/ Rural;24/01/2022 05:53;dev_express;200 - 300
1000902;F;60;Non;Oui;0 - 10k;0 - 100k;Private;Minivan;0;1.0;Highly Urban/ Urban;23/02/2022 04:42;dev_integral;300 - 400
1000903;M;62;Non;Oui;0 - 10k;0 - 100k;Commercial;Sports Car;7;8.0;Highly Urban/ Urban;17/05/2022 10:24;dev_integral;200 - 300
1000904;F;26;Non;Non;Non renseigné;100k - 200k;Private;Van;4;1.0;Highly Urban/ Urban;06/03/2022 00:45;dev_express;200 - 300
1000905;F;11;Non;Non;0 - 10k;100k - 200k;Private;Pickup;1;1.0;Highly Urban/ Urban;13/03/2022 16:07;dev_integral;300 - 400
1000906;M;4;Non;Oui;Non renseigné;0 - 100k;Commercial;z_SUV;0;10.0;Highly Urban/ Urban;10/02/2022 20:24;dev_premium;400 - 500
1000907;F;65;Non;Non;Non renseigné;300k - 400k;Private;z_SUV;0;16.0;Highly Urban/ Urban;16/01/2022 04:07;dev_integral;300 - 400
1000908;M;54;Non;Non;25k - 50k;0 - 100k;Commercial;Panel Truck;6;11.0;Highly Urban/ Urban;19/05/2022 17:14;dev_express;200 - 300
1000909;M;73;Non;Oui;150k - 200k;400k - 500k;Private;z_SUV;2;18.0;Highly Urban/ Urban;18/04/2022 02:22;dev_express;200 - 300
1000910;M;64;Non;Oui;10k - 25k;Non renseigné;Commercial;z_SUV;2;5.0;z_Highly Rural/ Rural;13/01/2022 09:31;dev_integral;300 - 400
1000911;M;50;Non;Non;50k - 75k;Non renseigné;Commercial;Panel Truck;0;1.0;Highly Urban/ Urban;28/05/2022 06:19;dev_integral;300 - 400
1000912;F;45;Non;Non;50k - 75k;200k - 300k;Commercial;Panel Truck;0;15.0;Highly Urban/ Urban;28/03/2022 01:51;dev_express;200 - 300
1000913;F;80;Non;Oui;25k - 50k;0 - 100k;Private;Minivan;1;3.0;Highly Urban/ Urban;15/03/2022 17:21;dev_integral;300 - 400
1000914;M;60;Non;Oui;0 - 10k;0 - 100k;Private;Pickup;0;7.0;Highly Urban/ Urban;10/03/2022 08:41;dev_integral;300 - 400
1000915;M;73;Non;Oui;50k - 75k;200k - 300k;Private;z_SUV;4;5.0;z_Highly Rural/ Rural;20/01/2022 06:27;dev_express;200 - 300
1000916;F;59;Non;Non;50k - 75k;100k - 200k;Private;Minivan;0;22.0;Highly Urban/ Urban;09/04/2022 17:10;dev_integral;300 - 400
1000917;M;29;Non;Non;75k - 100k;200k - 300k;Commercial;Pickup;1;21.0;Highly Urban/ Urban;05/03/2022 15:27;dev_premium;400 - 500
1000918;M;12;Oui;Oui;75k - 100k;200k - 300k;Commercial;Van;0;14.0;Highly Urban/ Urban;09/04/2022 10:34;dev_premium;400 - 500
1000919;F;57;Oui;Oui;25k - 50k;0 - 100k;Private;Pickup;5;1.0;Highly Urban/ Urban;16/02/2022 13:50;dev_integral;200 - 300
1000920;M;75;Non;Oui;10k - 25k;100k - 200k;Commercial;Minivan;6;10.0;Highly Urban/ Urban;06/04/2022 17:34;dev_integral;300 - 400
1000921;F;66;Non;Non;75k - 100k;0 - 100k;Private;Van;4;11.0;Highly Urban/ Urban;23/03/2022 08:12;dev_express;200 - 300
1000922;F;73;Non;Oui;25k - 50k;100k - 200k;Private;z_SUV;3;1.0;Highly Urban/ Urban;25/01/2022 03:27;dev_express;200 - 300
1000923;F;22;Non;Oui;0 - 10k;0 - 100k;Commercial;z_SUV;1;7.0;Highly Urban/ Urban;21/01/2022 09:35;dev_express;200 - 300
1000924;M;68;Non;Oui;100k - 150k;300k - 400k;Private;Minivan;8;15.0;Highly Urban/ Urban;27/01/2022 16:51;dev_integral;300 - 400
1000925;M;76;Non;Oui;0 - 10k;0 - 100k;Commercial;z_SUV;9;1.0;Highly Urban/ Urban;22/04/2022 14:21;dev_integral;300 - 400
1000926;M;66;Non;Non;100k - 150k;300k - 400k;Private;z_SUV;0;17.0;Highly Urban/ Urban;13/03/2022 23:40;dev_express;200 - 300
1000927;F;60;Non;Non;150k - 200k;400k - 500k;Commercial;Van;4;8.0;Highly Urban/ Urban;15/01/2022 03:03;dev_premium;300 - 400
1000928;F;1;Non;Non;Non renseigné;200k - 300k;Private;Minivan;3;15.0;Highly Urban/ Urban;24/02/2022 23:09;dev_express;200 - 300
1000929;F;57;Non;Non;75k - 100k;300k - 400k;Private;Minivan;0;1.0;Highly Urban/ Urban;27/03/2022 17:51;dev_integral;300 - 400
1000930;M;60;Non;Non;25k - 50k;200k - 300k;Commercial;Van;0;10.0;Highly Urban/ Urban;02/04/2022 07:37;dev_express;200 - 300
1000931;F;22;Non;Non;25k - 50k;0 - 100k;Private;Minivan;1;1.0;Highly Urban/ Urban;18/02/2022 07:19;dev_integral;200 - 300
1000932;M;77;Oui;Oui;50k - 75k;0 - 100k;Private;z_SUV;2;7.0;Highly Urban/ Urban;17/04/2022 09:27;dev_integral;200 - 300
1000933;F;40;Non;Non;25k - 50k;0 - 100k;Commercial;Pickup;3;;z_Highly Rural/ Rural;20/05/2022 03:29;dev_express;200 - 300
1000934;F;14;Non;Non;10k - 25k;0 - 100k;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;29/01/2022 23:20;dev_integral;300 - 400
1000935;M;41;Non;Non;Non renseigné;Non renseigné;Private;z_SUV;3;7.0;Highly Urban/ Urban;01/05/2022 19:40;dev_express;200 - 300
1000936;M;16;Non;Non;0 - 10k;0 - 100k;Private;z_SUV;4;1.0;Highly Urban/ Urban;02/05/2022 20:32;dev_premium;400 - 500
1000937;F;62;Non;Non;75k - 100k;0 - 100k;Commercial;Van;4;17.0;Highly Urban/ Urban;22/04/2022 21:23;dev_express;200 - 300
1000938;M;67;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;7;18.0;Highly Urban/ Urban;24/01/2022 10:55;dev_integral;200 - 300
1000939;M;16;Non;Non;150k - 200k;400k - 500k;Private;Pickup;0;9.0;Highly Urban/ Urban;23/02/2022 01:41;dev_premium;500 - 600
1000940;F;62;Non;Non;50k - 75k;200k - 300k;Commercial;Van;4;1.0;Highly Urban/ Urban;22/05/2022 10:59;dev_premium;400 - 500
1000941;F;45;Oui;Oui;10k - 25k;0 - 100k;Private;z_SUV;0;1.0;Highly Urban/ Urban;17/03/2022 14:31;dev_vip;900 - 1000
1000942;F;11;Non;Non;75k - 100k;Non renseigné;Commercial;Panel Truck;0;10.0;Highly Urban/ Urban;04/04/2022 00:54;dev_express;200 - 300
1000943;M;22;Non;Non;10k - 25k;0 - 100k;Private;Minivan;4;4.0;z_Highly Rural/ Rural;01/05/2022 00:26;dev_integral;300 - 400
1000944;F;86;Non;Oui;10k - 25k;100k - 200k;Commercial;Panel Truck;4;6.0;Highly Urban/ Urban;02/05/2022 17:11;dev_integral;200 - 300
1000945;F;25;Oui;Oui;100k - 150k;0 - 100k;Commercial;Pickup;0;7.0;z_Highly Rural/ Rural;28/03/2022 12:11;dev_integral;200 - 300
1000946;F;42;Non;Non;150k - 200k;0 - 100k;Commercial;Panel Truck;1;12.0;Highly Urban/ Urban;19/05/2022 17:35;dev_integral;300 - 400
1000947;M;54;Non;Non;25k - 50k;100k - 200k;Private;Van;0;6.0;Highly Urban/ Urban;14/05/2022 09:17;dev_express;200 - 300
1000948;F;81;Non;Oui;100k - 150k;0 - 100k;Private;z_SUV;0;13.0;Highly Urban/ Urban;06/05/2022 04:55;dev_premium;500 - 600
1000949;M;59;Non;Non;25k - 50k;100k - 200k;Commercial;Pickup;2;10.0;Highly Urban/ Urban;25/04/2022 02:13;dev_premium;400 - 500
1000950;F;32;Non;Non;25k - 50k;100k - 200k;Private;z_SUV;6;13.0;Highly Urban/ Urban;18/03/2022 15:22;dev_premium;400 - 500
1000951;F;37;Non;Non;200k +;500k +;Private;Minivan;0;17.0;Highly Urban/ Urban;15/04/2022 20:51;dev_integral;300 - 400
1000952;F;68;Non;Non;100k - 150k;300k - 400k;Commercial;Pickup;0;9.0;Highly Urban/ Urban;20/01/2022 21:33;dev_premium;400 - 500
1000953;F;14;Non;Non;Non renseigné;Non renseigné;Commercial;z_SUV;4;9.0;Highly Urban/ Urban;14/03/2022 05:31;dev_vip;700 - 800
1000954;M;90;Non;Non;50k - 75k;100k - 200k;Private;Sports Car;3;12.0;Highly Urban/ Urban;08/01/2022 07:30;dev_express;200 - 300
1000955;F;76;Non;Oui;0 - 10k;0 - 100k;Private;Sports Car;0;6.0;Highly Urban/ Urban;21/04/2022 14:09;dev_integral;200 - 300
1000956;F;87;Non;Non;25k - 50k;100k - 200k;Private;z_SUV;4;;Highly Urban/ Urban;19/02/2022 17:32;dev_premium;500 - 600
1000957;M;88;Non;Oui;50k - 75k;0 - 100k;Commercial;Panel Truck;2;8.0;Highly Urban/ Urban;04/04/2022 09:50;dev_integral;300 - 400
1000958;M;40;Oui;Oui;100k - 150k;200k - 300k;Private;z_SUV;4;6.0;z_Highly Rural/ Rural;17/01/2022 08:07;dev_premium;300 - 400
1000959;F;41;Non;Non;150k - 200k;0 - 100k;Commercial;Panel Truck;5;12.0;Highly Urban/ Urban;14/01/2022 22:35;dev_express;200 - 300
1000960;M;57;Non;Non;100k - 150k;300k - 400k;Commercial;Van;4;13.0;Highly Urban/ Urban;01/02/2022 10:47;dev_integral;300 - 400
1000961;F;62;Non;Non;50k - 75k;0 - 100k;Private;z_SUV;0;1.0;Highly Urban/ Urban;03/04/2022 06:07;dev_integral;300 - 400
1000962;F;62;Non;Non;25k - 50k;0 - 100k;Private;Minivan;5;15.0;z_Highly Rural/ Rural;25/02/2022 19:43;dev_integral;300 - 400
1000963;M;10;Oui;Oui;10k - 25k;0 - 100k;Private;z_SUV;0;5.0;Highly Urban/ Urban;14/05/2022 23:10;dev_express;200 - 300
1000964;M;43;Non;Non;10k - 25k;0 - 100k;Private;Pickup;2;1.0;Highly Urban/ Urban;01/02/2022 20:17;dev_express;200 - 300
1000965;F;7;Non;Non;150k - 200k;0 - 100k;Private;Minivan;1;16.0;Highly Urban/ Urban;09/02/2022 10:27;dev_premium;400 - 500
1000966;M;79;Non;Oui;50k - 75k;200k - 300k;Private;Pickup;3;9.0;Highly Urban/ Urban;13/01/2022 10:00;dev_integral;300 - 400
1000967;M;51;Non;Non;50k - 75k;Non renseigné;Private;z_SUV;0;8.0;Highly Urban/ Urban;14/05/2022 03:38;dev_express;200 - 300
1000968;F;54;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;3;;Highly Urban/ Urban;27/01/2022 11:04;dev_premium;400 - 500
1000969;M;48;Non;Non;50k - 75k;200k - 300k;Commercial;Van;0;7.0;Highly Urban/ Urban;03/01/2022 08:30;dev_integral;300 - 400
1000970;M;82;Non;Non;0 - 10k;0 - 100k;Commercial;Pickup;4;7.0;Highly Urban/ Urban;26/03/2022 11:54;dev_integral;300 - 400
1000971;F;90;Non;Oui;25k - 50k;0 - 100k;Private;Minivan;0;10.0;Highly Urban/ Urban;07/03/2022 22:55;dev_integral;300 - 400
1000972;M;63;Non;Non;10k - 25k;Non renseigné;Commercial;z_SUV;0;7.0;Highly Urban/ Urban;01/03/2022 05:37;dev_integral;200 - 300
1000973;M;66;Non;Non;75k - 100k;200k - 300k;Commercial;z_SUV;0;13.0;Highly Urban/ Urban;04/05/2022 07:09;dev_integral;300 - 400
1000974;F;10;Non;Non;50k - 75k;0 - 100k;Commercial;z_SUV;0;12.0;Highly Urban/ Urban;04/02/2022 19:41;dev_express;200 - 300
1000975;M;88;Non;Non;25k - 50k;100k - 200k;Commercial;Pickup;6;9.0;Highly Urban/ Urban;26/04/2022 10:16;dev_premium;300 - 400
1000976;F;53;Non;Non;75k - 100k;0 - 100k;Private;Minivan;1;7.0;Highly Urban/ Urban;02/01/2022 05:31;dev_integral;300 - 400
1000977;M;59;Non;Non;100k - 150k;300k - 400k;Private;Minivan;7;22.0;Highly Urban/ Urban;26/03/2022 09:04;dev_integral;300 - 400
1000978;M;53;Non;Non;10k - 25k;0 - 100k;Private;Van;3;1.0;Highly Urban/ Urban;16/01/2022 22:31;dev_integral;300 - 400
1000979;F;81;Non;Oui;50k - 75k;200k - 300k;Private;Sports Car;0;;Highly Urban/ Urban;26/05/2022 01:56;dev_integral;300 - 400
1000980;M;87;Non;Non;50k - 75k;100k - 200k;Commercial;Pickup;0;1.0;Highly Urban/ Urban;24/03/2022 15:49;dev_express;200 - 300
1000981;M;53;Oui;Oui;25k - 50k;100k - 200k;Private;Sports Car;2;1.0;z_Highly Rural/ Rural;20/04/2022 06:44;dev_express;200 - 300
1000982;M;47;Non;Non;75k - 100k;0 - 100k;Private;Pickup;0;9.0;Highly Urban/ Urban;11/05/2022 12:25;dev_integral;300 - 400
1000983;M;54;Non;Non;25k - 50k;100k - 200k;Commercial;Minivan;0;10.0;Highly Urban/ Urban;13/01/2022 05:16;dev_express;200 - 300
1000984;F;52;Non;Non;75k - 100k;300k - 400k;Private;Minivan;2;9.0;Highly Urban/ Urban;21/03/2022 21:34;dev_express;200 - 300
